macrogene,orthogroup,TP,FP,FN,TN,precision,recall
MG_0192,OG0012876,2,1,77,107693,0.6666666666666666,0.02531645569620253
MG_0192,OG0013383,4,0,75,107694,1.0,0.05063291139240506
MG_0192,OG0017823,1,2,78,107692,0.3333333333333333,0.012658227848101266
MG_0192,OG0022633,1,1,78,107693,0.5,0.012658227848101266
MG_0192,OG0023289,5,0,74,107694,1.0,0.06329113924050633
MG_0192,OG0023298,2,1,77,107693,0.6666666666666666,0.02531645569620253
MG_0192,OG0024388,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0025521,1,5,78,107689,0.16666666666666666,0.012658227848101266
MG_0192,OG0025758,2,0,77,107694,1.0,0.02531645569620253
MG_0192,OG0025816,1,1,78,107693,0.5,0.012658227848101266
MG_0192,OG0026940,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0027277,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0028061,1,1,78,107693,0.5,0.012658227848101266
MG_0192,OG0028545,1,4,78,107690,0.2,0.012658227848101266
MG_0192,OG0028844,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0029010,1,1,78,107693,0.5,0.012658227848101266
MG_0192,OG0029989,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0030222,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0033411,1,2,78,107692,0.3333333333333333,0.012658227848101266
MG_0192,OG0040441,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0046597,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0056563,1,0,78,107694,1.0,0.012658227848101266
MG_0192,OG0062961,1,0,78,107694,1.0,0.012658227848101266
MG_0193,OG0000485,25,2,40,107706,0.9259259259259259,0.38461538461538464
MG_0193,OG0000814,13,0,52,107708,1.0,0.2
MG_0193,OG0000844,11,2,54,107706,0.8461538461538461,0.16923076923076924
MG_0193,OG0002375,10,1,55,107707,0.9090909090909091,0.15384615384615385
MG_0193,OG0015563,2,1,63,107707,0.6666666666666666,0.03076923076923077
MG_0193,OG0016809,1,3,64,107705,0.25,0.015384615384615385
MG_0193,OG0021909,1,0,64,107708,1.0,0.015384615384615385
MG_0193,OG0023686,1,0,64,107708,1.0,0.015384615384615385
MG_0193,OG0034890,1,0,64,107708,1.0,0.015384615384615385
MG_0194,OG0000052,35,13,7,107718,0.7291666666666666,0.8333333333333334
MG_0194,OG0002247,2,6,40,107725,0.25,0.047619047619047616
MG_0194,OG0005731,3,2,39,107729,0.6,0.07142857142857142
MG_0194,OG0047047,1,0,41,107731,1.0,0.023809523809523808
MG_0194,OG0049326,1,0,41,107731,1.0,0.023809523809523808
MG_0195,OG0000004,4,73,63,107633,0.05194805194805195,0.05970149253731343
MG_0195,OG0000108,1,35,66,107671,0.027777777777777776,0.014925373134328358
MG_0195,OG0000118,4,26,63,107680,0.13333333333333333,0.05970149253731343
MG_0195,OG0000472,1,13,66,107693,0.07142857142857142,0.014925373134328358
MG_0195,OG0000556,13,7,54,107699,0.65,0.19402985074626866
MG_0195,OG0001399,2,12,65,107694,0.14285714285714285,0.029850746268656716
MG_0195,OG0001650,4,5,63,107701,0.4444444444444444,0.05970149253731343
MG_0195,OG0002057,1,7,66,107699,0.125,0.014925373134328358
MG_0195,OG0002231,1,7,66,107699,0.125,0.014925373134328358
MG_0195,OG0003075,1,12,66,107694,0.07692307692307693,0.014925373134328358
MG_0195,OG0004063,6,4,61,107702,0.6,0.08955223880597014
MG_0195,OG0004241,1,5,66,107701,0.16666666666666666,0.014925373134328358
MG_0195,OG0004512,1,7,66,107699,0.125,0.014925373134328358
MG_0195,OG0006133,2,4,65,107702,0.3333333333333333,0.029850746268656716
MG_0195,OG0006969,1,8,66,107698,0.1111111111111111,0.014925373134328358
MG_0195,OG0013885,1,3,66,107703,0.25,0.014925373134328358
MG_0195,OG0015840,2,0,65,107706,1.0,0.029850746268656716
MG_0195,OG0016002,3,0,64,107706,1.0,0.04477611940298507
MG_0195,OG0019892,1,3,66,107703,0.25,0.014925373134328358
MG_0195,OG0021827,2,0,65,107706,1.0,0.029850746268656716
MG_0195,OG0023296,2,0,65,107706,1.0,0.029850746268656716
MG_0195,OG0024538,2,0,65,107706,1.0,0.029850746268656716
MG_0195,OG0025792,1,1,66,107705,0.5,0.014925373134328358
MG_0195,OG0025900,1,1,66,107705,0.5,0.014925373134328358
MG_0195,OG0026119,2,0,65,107706,1.0,0.029850746268656716
MG_0195,OG0026184,2,0,65,107706,1.0,0.029850746268656716
MG_0195,OG0027525,1,1,66,107705,0.5,0.014925373134328358
MG_0195,OG0028921,1,3,66,107703,0.25,0.014925373134328358
MG_0195,OG0031088,1,1,66,107705,0.5,0.014925373134328358
MG_0195,OG0046854,1,0,66,107706,1.0,0.014925373134328358
MG_0195,OG0049850,1,0,66,107706,1.0,0.014925373134328358
MG_0196,OG0000172,4,11,28,107730,0.26666666666666666,0.125
MG_0196,OG0000261,2,35,30,107706,0.05405405405405406,0.0625
MG_0196,OG0001662,3,6,29,107735,0.3333333333333333,0.09375
MG_0196,OG0005968,3,4,29,107737,0.42857142857142855,0.09375
MG_0196,OG0007187,1,3,31,107738,0.25,0.03125
MG_0196,OG0011660,3,3,29,107738,0.5,0.09375
MG_0196,OG0013904,4,0,28,107741,1.0,0.125
MG_0196,OG0014199,1,3,31,107738,0.25,0.03125
MG_0196,OG0017496,3,1,29,107740,0.75,0.09375
MG_0196,OG0022252,1,1,31,107740,0.5,0.03125
MG_0196,OG0036256,1,0,31,107741,1.0,0.03125
MG_0196,OG0041683,1,0,31,107741,1.0,0.03125
MG_0196,OG0046714,1,0,31,107741,1.0,0.03125
MG_0196,OG0048270,1,0,31,107741,1.0,0.03125
MG_0196,OG0049215,1,0,31,107741,1.0,0.03125
MG_0196,OG0049511,1,0,31,107741,1.0,0.03125
MG_0196,OG0094994,1,0,31,107741,1.0,0.03125
MG_0197,OG0000869,12,2,25,107734,0.8571428571428571,0.32432432432432434
MG_0197,OG0001473,2,7,35,107729,0.2222222222222222,0.05405405405405406
MG_0197,OG0002109,1,9,36,107727,0.1,0.02702702702702703
MG_0197,OG0002716,1,7,36,107729,0.125,0.02702702702702703
MG_0197,OG0003889,1,7,36,107729,0.125,0.02702702702702703
MG_0197,OG0004143,2,5,35,107731,0.2857142857142857,0.05405405405405406
MG_0197,OG0005770,4,2,33,107734,0.6666666666666666,0.10810810810810811
MG_0197,OG0006177,4,2,33,107734,0.6666666666666666,0.10810810810810811
MG_0197,OG0006426,2,2,35,107734,0.5,0.05405405405405406
MG_0197,OG0009367,5,0,32,107736,1.0,0.13513513513513514
MG_0197,OG0019922,1,3,36,107733,0.25,0.02702702702702703
MG_0197,OG0026076,2,0,35,107736,1.0,0.05405405405405406
MG_0198,OG0000439,1,19,36,107717,0.05,0.02702702702702703
MG_0198,OG0001005,14,1,23,107735,0.9333333333333333,0.3783783783783784
MG_0198,OG0001444,11,4,26,107732,0.7333333333333333,0.2972972972972973
MG_0198,OG0002875,6,2,31,107734,0.75,0.16216216216216217
MG_0198,OG0003372,4,0,33,107736,1.0,0.10810810810810811
MG_0198,OG0048370,1,0,36,107736,1.0,0.02702702702702703
MG_0199,OG0001021,1,14,76,107682,0.06666666666666667,0.012987012987012988
MG_0199,OG0001666,1,11,76,107685,0.08333333333333333,0.012987012987012988
MG_0199,OG0002002,5,4,72,107692,0.5555555555555556,0.06493506493506493
MG_0199,OG0002257,1,11,76,107685,0.08333333333333333,0.012987012987012988
MG_0199,OG0002459,3,10,74,107686,0.23076923076923078,0.03896103896103896
MG_0199,OG0002982,4,7,73,107689,0.36363636363636365,0.05194805194805195
MG_0199,OG0004352,5,1,72,107695,0.8333333333333334,0.06493506493506493
MG_0199,OG0004598,2,6,75,107690,0.25,0.025974025974025976
MG_0199,OG0004916,4,2,73,107694,0.6666666666666666,0.05194805194805195
MG_0199,OG0005217,4,1,73,107695,0.8,0.05194805194805195
MG_0199,OG0006779,4,1,73,107695,0.8,0.05194805194805195
MG_0199,OG0006849,3,2,74,107694,0.6,0.03896103896103896
MG_0199,OG0008544,5,0,72,107696,1.0,0.06493506493506493
MG_0199,OG0008655,3,1,74,107695,0.75,0.03896103896103896
MG_0199,OG0008983,1,3,76,107693,0.25,0.012987012987012988
MG_0199,OG0009230,1,4,76,107692,0.2,0.012987012987012988
MG_0199,OG0011064,2,1,75,107695,0.6666666666666666,0.025974025974025976
MG_0199,OG0011123,2,2,75,107694,0.5,0.025974025974025976
MG_0199,OG0011205,4,0,73,107696,1.0,0.05194805194805195
MG_0199,OG0011693,3,0,74,107696,1.0,0.03896103896103896
MG_0199,OG0011770,1,2,76,107694,0.3333333333333333,0.012987012987012988
MG_0199,OG0012797,2,0,75,107696,1.0,0.025974025974025976
MG_0199,OG0013984,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0015406,1,2,76,107694,0.3333333333333333,0.012987012987012988
MG_0199,OG0019231,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0022703,2,0,75,107696,1.0,0.025974025974025976
MG_0199,OG0023290,1,2,76,107694,0.3333333333333333,0.012987012987012988
MG_0199,OG0025782,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0027538,1,1,76,107695,0.5,0.012987012987012988
MG_0199,OG0028919,1,3,76,107693,0.25,0.012987012987012988
MG_0199,OG0031347,1,1,76,107695,0.5,0.012987012987012988
MG_0199,OG0033556,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0034302,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0036772,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0040258,1,1,76,107695,0.5,0.012987012987012988
MG_0199,OG0094898,1,0,76,107696,1.0,0.012987012987012988
MG_0199,OG0095006,1,0,76,107696,1.0,0.012987012987012988
MG_0200,OG0002836,7,1,24,107741,0.875,0.22580645161290322
MG_0200,OG0004494,1,5,30,107737,0.16666666666666666,0.03225806451612903
MG_0200,OG0004860,6,3,25,107739,0.6666666666666666,0.1935483870967742
MG_0200,OG0004943,1,4,30,107738,0.2,0.03225806451612903
MG_0200,OG0006303,2,2,29,107740,0.5,0.06451612903225806
MG_0200,OG0007519,2,2,29,107740,0.5,0.06451612903225806
MG_0200,OG0012907,2,0,29,107742,1.0,0.06451612903225806
MG_0200,OG0015843,2,0,29,107742,1.0,0.06451612903225806
MG_0200,OG0016538,4,0,27,107742,1.0,0.12903225806451613
MG_0200,OG0025912,2,0,29,107742,1.0,0.06451612903225806
MG_0200,OG0030234,1,0,30,107742,1.0,0.03225806451612903
MG_0200,OG0031167,1,0,30,107742,1.0,0.03225806451612903
MG_0201,OG0002026,1,6,55,107711,0.14285714285714285,0.017857142857142856
MG_0201,OG0004635,2,3,54,107714,0.4,0.03571428571428571
MG_0201,OG0005379,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0005510,5,1,51,107716,0.8333333333333334,0.08928571428571429
MG_0201,OG0005758,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0008190,3,1,53,107716,0.75,0.05357142857142857
MG_0201,OG0008200,1,4,55,107713,0.2,0.017857142857142856
MG_0201,OG0008499,3,2,53,107715,0.6,0.05357142857142857
MG_0201,OG0008609,1,3,55,107714,0.25,0.017857142857142856
MG_0201,OG0008739,3,1,53,107716,0.75,0.05357142857142857
MG_0201,OG0008776,3,1,53,107716,0.75,0.05357142857142857
MG_0201,OG0008813,1,3,55,107714,0.25,0.017857142857142856
MG_0201,OG0009015,1,3,55,107714,0.25,0.017857142857142856
MG_0201,OG0009058,1,4,55,107713,0.2,0.017857142857142856
MG_0201,OG0009161,1,3,55,107714,0.25,0.017857142857142856
MG_0201,OG0009484,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0009698,3,1,53,107716,0.75,0.05357142857142857
MG_0201,OG0010261,1,3,55,107714,0.25,0.017857142857142856
MG_0201,OG0010712,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0011115,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0011145,3,0,53,107717,1.0,0.05357142857142857
MG_0201,OG0011562,2,0,54,107717,1.0,0.03571428571428571
MG_0201,OG0011757,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0012175,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0013622,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0014293,2,2,54,107715,0.5,0.03571428571428571
MG_0201,OG0023303,1,1,55,107716,0.5,0.017857142857142856
MG_0201,OG0030958,1,0,55,107717,1.0,0.017857142857142856
MG_0201,OG0040382,1,0,55,107717,1.0,0.017857142857142856
MG_0202,OG0000029,34,12,18,107709,0.7391304347826086,0.6538461538461539
MG_0202,OG0008992,5,1,47,107720,0.8333333333333334,0.09615384615384616
MG_0202,OG0013930,7,1,45,107720,0.875,0.1346153846153846
MG_0202,OG0016787,1,0,51,107721,1.0,0.019230769230769232
MG_0202,OG0017736,3,0,49,107721,1.0,0.057692307692307696
MG_0202,OG0026058,2,0,50,107721,1.0,0.038461538461538464
MG_0203,OG0000517,1,120,40,107612,0.008264462809917356,0.024390243902439025
MG_0203,OG0000793,1,99,40,107633,0.01,0.024390243902439025
MG_0203,OG0002134,1,64,40,107668,0.015384615384615385,0.024390243902439025
MG_0203,OG0002775,3,54,38,107678,0.05263157894736842,0.07317073170731707
MG_0203,OG0003633,1,7,40,107725,0.125,0.024390243902439025
MG_0203,OG0006117,1,5,40,107727,0.16666666666666666,0.024390243902439025
MG_0203,OG0009100,1,27,40,107705,0.03571428571428571,0.024390243902439025
MG_0203,OG0013870,1,4,40,107728,0.2,0.024390243902439025
MG_0203,OG0017734,1,1,40,107731,0.5,0.024390243902439025
MG_0203,OG0031021,1,1,40,107731,0.5,0.024390243902439025
MG_0203,OG0031275,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0033470,1,2,40,107730,0.3333333333333333,0.024390243902439025
MG_0203,OG0036303,1,1,40,107731,0.5,0.024390243902439025
MG_0203,OG0036771,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0046207,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0048513,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0060167,1,1,40,107731,0.5,0.024390243902439025
MG_0203,OG0061647,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0061669,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0061709,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0061759,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0062090,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0062129,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0062336,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0062499,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0062594,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0062606,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0079024,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0079059,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0079131,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0094663,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0094701,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0094718,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0094823,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0094915,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0094981,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0095123,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0095198,1,0,40,107732,1.0,0.024390243902439025
MG_0203,OG0095506,1,0,40,107732,1.0,0.024390243902439025
MG_0204,OG0000243,1,25,65,107682,0.038461538461538464,0.015151515151515152
MG_0204,OG0001903,3,1,63,107706,0.75,0.045454545454545456
MG_0204,OG0002552,1,5,65,107702,0.16666666666666666,0.015151515151515152
MG_0204,OG0002775,1,56,65,107651,0.017543859649122806,0.015151515151515152
MG_0204,OG0003983,1,2,65,107705,0.3333333333333333,0.015151515151515152
MG_0204,OG0005094,1,2,65,107705,0.3333333333333333,0.015151515151515152
MG_0204,OG0005209,1,5,65,107702,0.16666666666666666,0.015151515151515152
MG_0204,OG0005327,1,39,65,107668,0.025,0.015151515151515152
MG_0204,OG0005809,2,34,64,107673,0.05555555555555555,0.030303030303030304
MG_0204,OG0006362,1,7,65,107700,0.125,0.015151515151515152
MG_0204,OG0006700,1,3,65,107704,0.25,0.015151515151515152
MG_0204,OG0007311,2,3,64,107704,0.4,0.030303030303030304
MG_0204,OG0008622,1,4,65,107703,0.2,0.015151515151515152
MG_0204,OG0009100,2,26,64,107681,0.07142857142857142,0.030303030303030304
MG_0204,OG0009262,1,3,65,107704,0.25,0.015151515151515152
MG_0204,OG0010438,2,2,64,107705,0.5,0.030303030303030304
MG_0204,OG0010585,1,3,65,107704,0.25,0.015151515151515152
MG_0204,OG0010913,4,0,62,107707,1.0,0.06060606060606061
MG_0204,OG0011829,1,4,65,107703,0.2,0.015151515151515152
MG_0204,OG0014537,1,7,65,107700,0.125,0.015151515151515152
MG_0204,OG0016656,1,11,65,107696,0.08333333333333333,0.015151515151515152
MG_0204,OG0021173,1,2,65,107705,0.3333333333333333,0.015151515151515152
MG_0204,OG0024262,2,0,64,107707,1.0,0.030303030303030304
MG_0204,OG0025871,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0027777,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0028539,1,4,65,107703,0.2,0.015151515151515152
MG_0204,OG0028908,1,3,65,107704,0.25,0.015151515151515152
MG_0204,OG0032929,1,3,65,107704,0.25,0.015151515151515152
MG_0204,OG0032934,1,3,65,107704,0.25,0.015151515151515152
MG_0204,OG0035247,1,1,65,107706,0.5,0.015151515151515152
MG_0204,OG0036484,1,1,65,107706,0.5,0.015151515151515152
MG_0204,OG0036520,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0039487,1,2,65,107705,0.3333333333333333,0.015151515151515152
MG_0204,OG0039506,1,2,65,107705,0.3333333333333333,0.015151515151515152
MG_0204,OG0040401,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0046101,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0046776,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0047306,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0048104,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0048143,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0048317,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0048643,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0048702,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0048835,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0049037,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0049519,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0049521,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0049859,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0060123,1,1,65,107706,0.5,0.015151515151515152
MG_0204,OG0060177,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0061835,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0061969,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0062254,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0078696,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0094996,1,0,65,107707,1.0,0.015151515151515152
MG_0204,OG0095400,1,0,65,107707,1.0,0.015151515151515152
MG_0205,OG0000453,1,36,127,107609,0.02702702702702703,0.0078125
MG_0205,OG0001965,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0001968,1,10,127,107635,0.09090909090909091,0.0078125
MG_0205,OG0002444,1,7,127,107638,0.125,0.0078125
MG_0205,OG0002445,1,10,127,107635,0.09090909090909091,0.0078125
MG_0205,OG0002673,1,1,127,107644,0.5,0.0078125
MG_0205,OG0003489,1,6,127,107639,0.14285714285714285,0.0078125
MG_0205,OG0003570,1,3,127,107642,0.25,0.0078125
MG_0205,OG0005327,3,37,125,107608,0.075,0.0234375
MG_0205,OG0005706,1,5,127,107640,0.16666666666666666,0.0078125
MG_0205,OG0007681,1,30,127,107615,0.03225806451612903,0.0078125
MG_0205,OG0008950,1,3,127,107642,0.25,0.0078125
MG_0205,OG0009238,1,4,127,107641,0.2,0.0078125
MG_0205,OG0010285,1,4,127,107641,0.2,0.0078125
MG_0205,OG0011090,1,3,127,107642,0.25,0.0078125
MG_0205,OG0012538,3,3,125,107642,0.5,0.0234375
MG_0205,OG0012855,2,2,126,107643,0.5,0.015625
MG_0205,OG0013133,1,1,127,107644,0.5,0.0078125
MG_0205,OG0013308,1,18,127,107627,0.05263157894736842,0.0078125
MG_0205,OG0014188,1,16,127,107629,0.058823529411764705,0.0078125
MG_0205,OG0014265,1,4,127,107641,0.2,0.0078125
MG_0205,OG0014532,1,10,127,107635,0.09090909090909091,0.0078125
MG_0205,OG0014973,1,7,127,107638,0.125,0.0078125
MG_0205,OG0014997,1,9,127,107636,0.1,0.0078125
MG_0205,OG0016543,1,0,127,107645,1.0,0.0078125
MG_0205,OG0016720,1,3,127,107642,0.25,0.0078125
MG_0205,OG0017764,1,3,127,107642,0.25,0.0078125
MG_0205,OG0021485,1,7,127,107638,0.125,0.0078125
MG_0205,OG0022435,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0023139,1,6,127,107639,0.14285714285714285,0.0078125
MG_0205,OG0023341,1,1,127,107644,0.5,0.0078125
MG_0205,OG0023565,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0023936,1,0,127,107645,1.0,0.0078125
MG_0205,OG0024527,1,1,127,107644,0.5,0.0078125
MG_0205,OG0027453,1,1,127,107644,0.5,0.0078125
MG_0205,OG0030228,1,0,127,107645,1.0,0.0078125
MG_0205,OG0032918,1,0,127,107645,1.0,0.0078125
MG_0205,OG0032940,1,3,127,107642,0.25,0.0078125
MG_0205,OG0033321,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0033370,1,1,127,107644,0.5,0.0078125
MG_0205,OG0036304,1,0,127,107645,1.0,0.0078125
MG_0205,OG0036762,1,0,127,107645,1.0,0.0078125
MG_0205,OG0039498,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0039512,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0039515,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0039531,1,2,127,107643,0.3333333333333333,0.0078125
MG_0205,OG0040211,2,0,126,107645,1.0,0.015625
MG_0205,OG0040326,1,1,127,107644,0.5,0.0078125
MG_0205,OG0040350,1,0,127,107645,1.0,0.0078125
MG_0205,OG0040404,1,1,127,107644,0.5,0.0078125
MG_0205,OG0045892,1,0,127,107645,1.0,0.0078125
MG_0205,OG0046131,1,0,127,107645,1.0,0.0078125
MG_0205,OG0046361,1,0,127,107645,1.0,0.0078125
MG_0205,OG0046780,1,0,127,107645,1.0,0.0078125
MG_0205,OG0047657,1,0,127,107645,1.0,0.0078125
MG_0205,OG0048302,1,0,127,107645,1.0,0.0078125
MG_0205,OG0048340,1,0,127,107645,1.0,0.0078125
MG_0205,OG0048526,1,0,127,107645,1.0,0.0078125
MG_0205,OG0049082,1,0,127,107645,1.0,0.0078125
MG_0205,OG0049181,1,0,127,107645,1.0,0.0078125
MG_0205,OG0049345,1,0,127,107645,1.0,0.0078125
MG_0205,OG0049538,1,0,127,107645,1.0,0.0078125
MG_0205,OG0049681,1,0,127,107645,1.0,0.0078125
MG_0205,OG0060100,1,1,127,107644,0.5,0.0078125
MG_0205,OG0060159,1,1,127,107644,0.5,0.0078125
MG_0205,OG0061553,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061555,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061562,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061587,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061614,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061642,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061673,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061783,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061807,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061882,1,0,127,107645,1.0,0.0078125
MG_0205,OG0061904,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062031,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062119,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062149,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062231,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062318,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062326,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062382,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062393,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062420,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062445,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062466,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062482,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062491,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062519,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062524,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062554,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062584,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062684,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062710,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062778,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062871,1,0,127,107645,1.0,0.0078125
MG_0205,OG0062963,1,0,127,107645,1.0,0.0078125
MG_0205,OG0078688,1,0,127,107645,1.0,0.0078125
MG_0205,OG0079117,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094649,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094684,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094721,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094743,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094824,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094906,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094975,1,0,127,107645,1.0,0.0078125
MG_0205,OG0094979,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095075,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095097,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095185,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095187,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095195,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095196,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095236,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095246,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095273,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095368,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095463,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095534,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095579,1,0,127,107645,1.0,0.0078125
MG_0205,OG0095713,1,0,127,107645,1.0,0.0078125
MG_0206,OG0000151,32,4,13,107724,0.8888888888888888,0.7111111111111111
MG_0206,OG0000463,5,6,40,107722,0.45454545454545453,0.1111111111111111
MG_0206,OG0001376,6,1,39,107727,0.8571428571428571,0.13333333333333333
MG_0206,OG0003552,2,4,43,107724,0.3333333333333333,0.044444444444444446
MG_0207,OG0001324,11,1,36,107725,0.9166666666666666,0.23404255319148937
MG_0207,OG0004029,1,8,46,107718,0.1111111111111111,0.02127659574468085
